customer_tweet_id,customer_text,response_text,intent_label,label_notes,predicted_intent
995133,@AppleSupport why does my music player always appear on my lock screen? I’m not playing music nor is it connected to a Bluetooth device.,@355725 We'd like to take a look at this with you. Let's continue in DM. https://t.co/GDrqU22YpT,apps_services,,hardware_accessories
2448326,"@AppleSupport I just bought an Apple Watch Series 1 and it says I have to update it to the latest software. After many phone and Watch restarts, it keeps getting stuck on either the “Checking for Update...” or the actual update itself. What can I do?","@406104 Congratulations on your new Apple Watch! To update your Apple Watch you’ll want to first be sure that you have a backup of your iPhone and are running the latest iOS version, iOS 11.1.1. This article will walk you through the steps to take: https://t.co/s6t9pl6tpv",ios_update_issues,,device_performance
1800145,"@115858 come February, I’ll be team note 8. I’ve never seen so many glitches. My phone isn’t even a year old! My battery life is horrible too",@540861 We're here to help. We can help look into why this is occurring. Send us a DM with your device &amp; iOS version to get started. https://t.co/GDrqU22YpT,battery_power,,battery_power
270317,Why @115858 won’t let me update my payment. It keeps saying card declined when I have money in my account! #iOS11,@180449 We're happy to help. Let's start here: https://t.co/U96y4MTG7k,purchases_orders_refunds,,ios_update_issues
2856754,"@AppleSupport Thanks, yes I did install the update last night. My texts are glitchy - won't open outside links, can't text photos without going into text message first, etc. Also, phone randomly shuts down around 45F or less.","@794005 Thanks for those details. We'll be sure to do all we can to assist with them all. As far as the random shutdown, are you referring to temperature or battery percentage? Also, did these issues start immediately after the latest update or have they been occurring before? https://t.co/GDrqU22YpT",ios_update_issues,,photos_data
2818594,@115858 needs to get it together. My phone has been freezing since the update.,@785671 Helping you out with this is a top priority for us. Are you noticing that freezing while doing certain things or does it appear to be random? Which specific iOS version are you running? Meet up with us in DM and we'll take a closer look. https://t.co/GDrqU22YpT,device_performance,,device_performance
1013791,@AppleSupport app starts to cycle like its looking for something. Freezes then shuts down. started doing this with the last iOS upgrade. I don’t have time,@359879 Is it the Apple Watch app that is cycling or the Nike+ Run Club app? Did it work prior to the update?,ios_update_issues,,device_performance
2925619,"@AppleSupport Updated my new 2 days old ipad pro to 11.1.2. 
FaceTime quality has dropped remarkably. Person on the other side says image looks blurred, as if a glass is placed on camera. When I FaceTime using iphone X using the same wifi, there is no issue. Is this a ios bug?",@809484 We want to help address this concern with FaceTime video quality. Send us a DM using the link below and we'll research this further. https://t.co/GDrqU22YpT,ios_update_issues,,photos_data
1441471,@116333 APPLE CANCELLED MY IPHONE X PREORDER .HELP ME,@454438 For help with your iPhone X order reach out to our Sales team here:  https://t.co/8yjRd1Xo0i,purchases_orders_refunds,,purchases_orders_refunds
2282253,Hey @AppleSupport is it a known issue that when the 2016 Macbook Pro Touchbar users that when the Macbook heats up the keyboard starts sticking?,"@628918 We'd love to help! We haven't heard that one before, but we'd love to know more. DM us more details, including which version of the operating system your MacBook Pro is running, and we'll get started. https://t.co/GDrqU22YpT",hardware_accessories,,keyboard_input
1888619,"@AppleSupport even on ios 11.1 beta 4 my music (applemusic, spotify etc.) stops when im using 3d touch or another app. Thanks for fixin soon",@563224 Thanks for reaching out. Which device are you using? Let us know via a DM. We’ll keep moving forward from there. https://t.co/GDrqU22YpT,apps_services,,ios_update_issues
1109546,@115858 issue with the iOS update. Laggy and unresponsive on screen at times. Will stall and freeze. Please fix.,"@381844 You’re in the right spot, and we’d love to team up with you on this. To begin, are you using iOS 11.0.3?",device_performance,,device_performance
366986,@115858 I was charged for a subscription that I canceled the same day I accepted the free trails why was I charged?,"@202924 If you are seeing an unexpected charge, you can get help with that here:  https://t.co/SDIe7UiyJN",purchases_orders_refunds,,purchases_orders_refunds
1833596,"@115858 @118936 @AppleSupport my phone is constantly freezing whenever I open any apps and I can’t search the App Store, it times out!","@550037 We'll be happy to look into this with you. Send us a DM with the iOS version your iPhone is running, and we'll go from there. https://t.co/GDrqU22YpT",device_performance,,device_performance
124421,Thanks apple for your latest updates I can’t open my music app @AppleSupport @115948,"@143868 Hi there. Let's get your music flowing through again. Try the steps in this article to see if they help: https://t.co/3WF5Z1DBGa

Still having issues? Shoot us a DM here: https://t.co/GDrqU22YpT",apps_services,,apps_services
1211806,"No apps in new iTunes, and iOS App Store did away with wishlists. @115858, are you telling me you don’t want me to buy apps anymore? WTH?",@404424 We certainly want to hear your feedback. We welcome you to officially submit that here: https://t.co/eTPVYVFyd8,apps_services,,apps_services
333252,Anyone else having trouble after latest @115858 update? Blue tooth loves to turn itself on and WiFi connection is constantly dropping.,"@195375 Thanks for reaching out. Which iOS device are you having this issue on? Let us know, we'd like to help.",connectivity,,connectivity
810359,"@AppleSupport Love iOS 11 on iPad, it makes my iPad like Mac.But the battery issue need to be fixed.My iPad is Air 2,and iOS version is 11.0.2.",@320982 Check out if you have the update for iOS 11.0.3 available. We released it the other day. Try the update and see if it helps.,battery_power,,battery_power
2975706,@AppleSupport Ever since the last recent iOS update my iPhone 6s randomly becomes very slow and reboots. Why is this happening?,@820675 We can help out with this issue. Let's get together in DM to go over a few details and steps. Send us which iOS version is showing in Settings &gt; General &gt; About with the following link: https://t.co/GDrqU22YpT,device_performance,,device_performance
1204160,@AppleSupport my new iPhone 6s battery is useless. Fully charged last night and now in low power mode! Hardly used and no Apps Open!!,@402872 We want to make sure your battery is working at its best. Have you tried any of these tips yet: https://t.co/bivpdfBNJ6,battery_power,,battery_power
873948,"Hey @AppleSupport, the update to the podcast app seems to have added a click or two to the process of actually playing a podcast 👎",@327479 Thanks for reaching out! We'd recommend leaving feedback about it on our feedback page: https://t.co/eTPVYVFyd8,apps_services,,apps_services
1954372,@AppleSupport IPhone 6 - Lag and touchscreen problems after ios 11.0.3,@580156 Thanks for reaching out to Apple Support. We can take a look at these together. Meet us in DM and we'll get started. https://t.co/GDrqU22YpT,device_performance,,ios_update_issues
2296203,"@AppleSupport , setting up iPhone X as new mobile under existing Apple ID.  End result: Apple ID got locked out without at anytime mistyping password. Later forced to change password and naturally laptops, all devices need to have password changed as well. WHY?????","@258320 We want to help with this Apple ID issue. Just to make sure we fully understand, are you having to change your Apple ID password each time or are you just needing to update your password?",apple_id_account,,apple_id_account
2140986,Hi @AppleSupport. I️ have an issue when I️ type the letter I️. Just saw it on a friend’s message. Screenshot below. Can you help? https://t.co/LLZxw7CoPV,@629590 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,keyboard_input,,keyboard_input
2060791,Aftr t new app update @4305 doesn't show notifications until I open the https://t.co/srWvNzKJrn @AppleSupport,"@609490 Which device and version of iOS 11 are you using? Check Settings &gt; General &gt; About, and let us know in DM. https://t.co/GDrqU22YpT",apps_services,,hardware_accessories
35988,@AppleSupport I bought an Apple Watch just over a wk ago &amp; already the screen is very badly scratched.I really dont think it’s fit for purpose. #nothappy,@585492 We'd like to look into this with you. DM us which model and size Watch you have and the country you're in. We'll go from there. https://t.co/GDrqU22YpT,hardware_accessories,,hardware_accessories
665837,@AppleSupport And i don't know why it did not charge it's the first time it does that..,@278602 We're happy to assist. Which iOS version are you currently running? Go to Settings &gt; General &gt; About for the version.,battery_power,,battery_power
2043931,"@AppleSupport your iOS 11 update is absolutely dreadful, makes everything slower and causes some apps to freeze, it feels like a Nokia 3310.","@202408 We're happy to take a look. Which iOS device are you currently using? DM us your response, and we'll take it from there. https://t.co/GDrqU22YpT",ios_update_issues,,ios_update_issues
1522739,I took such a nice snap and then my phone froze. @115858 I hate your new iOS. Fix. It.,"@473179 We'd love to help. To start, send us a DM and we'll continue together there: https://t.co/GDrqU22YpT",device_performance,,device_performance
2422609,@AppleSupport how y’all gonna release an update that doesn’t have a fix for that stupid question mark thing?? FIX IT,"@306294 We've released a fix for this issue in the latest iOS version which is iOS 11.1.1. To install this version, make sure to create a backup and update using the steps here: https://t.co/80YRnjDFDk",keyboard_input,,keyboard_input
1270262,"@AppleSupport HELP!! using v11.03, deleted unused apps, I’ve deleted pics from phone but bloody phone keeps freezing &amp; turning itself off 😡",@417406 We'd be happy to assist with your iPhone today. Send us a DM to get started. https://t.co/GDrqU22YpT,device_performance,,device_performance
284411,On god my apps have never crashed this much in a short span of time...@115858 y’all need to fix iOS 11 smh,"@183741 If you're having issues with app crashing, we can help with that. To clarify, which version of iOS 11 are you running?",ios_update_issues,,ios_update_issues
2381388,@AppleSupport I need help trying to get my account back on my iPod 4,@686592 We'll be happy to do what we can to assist. Are you unable to login into your Apple ID on your iPod? Are you able to use your iPod at all? Let's dig into this further over DM: https://t.co/GDrqU22YpT,apple_id_account,,apple_id_account
2726046,"@AppleSupport, @104532 has asked me to contact you regarding a refund which you’re refusing to honour. Please can you help?",@583067 We can get you pointed in the right direction. Send us a DM with more information on the refund to get started. https://t.co/GDrqU22YpT,purchases_orders_refunds,,purchases_orders_refunds
2286749,"@AppleSupport Restarting didn't help, but connecting to iTunes did. Now on iOS 11.1.1 Thanks.",@384159 Fantastic! Thanks for keeping us posted. Feel free to reach out if any questions come up.,ios_update_issues,,ios_update_issues
2558616,stop automatically putting my wifi &amp; bluetooth on @115858,"@726342 We're here for you. To turn off Wi-Fi and Bluetooth, follow these steps: To turn off Wi-Fi, go to Settings &gt; Wi-Fi and turn off Wi-Fi. To turn off Bluetooth, go to Settings &gt; Bluetooth and turn off Bluetooth. You can read more about this here: https://t.co/G7BHuQnDS6",connectivity,,connectivity
767422,@AppleSupport iPhone 7 Plus battery draining and iPhone 6 Constantly freezing and switching off since I updated to iOS  11.0.2 #apple #iOS11,"@303408 Battery life is critical to your iPhone experience, and we want to assist. DM us to get started. https://t.co/GDrqU22YpT",ios_update_issues,,battery_power
1489568,@AppleSupport CAN tou fix slow keyboard since thé last udapte it s horrible,@465971 Thanks for reaching out. DM which iPhone and specific iOS version you are using to get started. https://t.co/GDrqU22YpT,keyboard_input,,keyboard_input
2237361,When you gonna fix this question mark box bull shit? @115858 @AppleSupport,"@652432 An update has been released to assist with this issue. If you haven’t yet, please back up your device and update it to iOS 11.1.1. For more info, check out: https://t.co/4f8hwT5to6",keyboard_input,,keyboard_input
2949592,@AppleSupport When will we get the TV app in the UK?,@297650 We appreciate your interest and encourage you to stay up to date on Apple news here: https://t.co/BDV9MUC2p5,apps_services,,apps_services
2062112,@AppleSupport when can we expect a solution to faster battery drains with ios11 and its successors..?Seems Apple is helpless in this regard!,@609858 Let's work on this together. Please join us in DM and let us know which iOS version is installed on your iPhone to get started. https://t.co/GDrqU22YpT,battery_power,,battery_power
449438,@AppleSupport I can’t sync up with anything,"@221513 Which devices are you having problems connecting to? Also, you may be able to view those photos in https://t.co/tmRhWEkIq4.",apps_services,,photos_data
2072072,IOS 11 has ruined my battery life 💔I hope @AppleSupport fixes this with the next update,@612839 We'd be happy to look into this with you more in detail. Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,battery_power,,battery_power
2734134,Wow I really just love when my battery is almost full but then I use @917 a few times &amp; it makes my phone crash and restart and wipe my battery down to 10% it just makes my day thanks @115858 I love iPhones 😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,@766322 We want to help. Reach out via DM and let us know what version of iOS you have installed. You can check by tapping Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,battery_power,,battery_power
1168589,"iOS 11.0.3 has killed WiFi, even more unstable and more restarts than the last update 🙄 sort it out @AppleSupport last few have been a joke",@394874 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,ios_update_issues,,ios_update_issues
2147725,Yo apple is doing the whole “I️” so we get ignorant and stop typing in complete sentences.. you’re not fooling anyone @115858,@253381 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,keyboard_input,,keyboard_input
565023,"@AppleSupport Mail app on the phone where you can add various emails. I’m with att, sbcglobal and https://t.co/cN8EKPoDfo extensions. I’ve had these for years on various iPhones. Noticed the delays the last several several months (6 maybe) on WiFi or not.","@252374 Are you using both SBC and AT&amp;T emails? If you have a computer, we'd like you to trying sending and receiving through their webmail pages to see if the delay still happens. Thanks.",apps_services,,apps_services
1100844,"@AppleSupport Hi, what’s this at my credit card extra? Why am I charged? Could you please help me? https://t.co/yiE0hUoTgG",@211150 Hey there! We're here to help. Is this an email that you received about this charge on your Apple ID account?,purchases_orders_refunds,,purchases_orders_refunds
963353,HOW COME MY GIFS ARENT WORKING WHEN IM ON DATA @AppleSupport,@348621 Send us a DM and let us know how they aren't working. We'll see if we can figure it out together. https://t.co/GDrqU22YpT,connectivity,,photos_data
2051989,Please @AppleSupport @115858 fix the battery issues in the iPhone 6S with iOS 11 pleaseee 😭😭😭😭😭,"@606853 Which version of iOS 11 are you using? Check Settings &gt; General &gt; About to find out, and let us know in DM. https://t.co/GDrqU22YpT",battery_power,,battery_power
2076419,"@614107 @115858 Literally! My phone keeps freezing and I have to keep hard resetting it, proper annoying","@614106  If you are having issues with your iPhone, we'd love to help. Please let us know in DM which iOS version you have installed. https://t.co/GDrqU22YpT",device_performance,,device_performance
1805815,"@115858 what is the procedure for degrade ios from 11 to 10..??

As your ios 11 is pathetically stupid &amp; bugicious😂","@542587 That's a great question. Returning to a prior iOS isn't support. For troubleshooting, let us know what's going on in a DM. https://t.co/GDrqU22YpT",ios_update_issues,,ios_update_issues
243305,"@118936 @115858 @AppleSupport @2310 battery draining like hell on ios 11 i phone 6s 
Plz check this. 🙏",@173776 Hi. We're here to help you. DM us and we can take a closer look. https://t.co/GDrqU22YpT,battery_power,,battery_power
2792066,"@115858 1yr old $3k laptop should be able to handle Chrome and a second program without freezing or crashing EVERY DAY. Giving you one more chance (""upgrading"" to 15"", gag), then lifelong Apple die-hard goes to PC. And will expect a refund.","@779232 We're happy to work with you in resolving any issue you have with your Mac. Please meet us in DM, and we'll work together. https://t.co/GDrqU22YpT",device_performance,,device_performance
2647130,My iPhone is stating to heat up when it’s just sitting there. Thanks @115858 for the hot fire update to ruin my phone......again,@746848 We’d be glad to look into this with you. Can you start by confirming in a DM if you ever see a heat warning? It is normal for the iPhone to heat up and will shut off and show a warning if it detects the heat is too strong. https://t.co/otCvUAaFQq https://t.co/GDrqU22YpT,ios_update_issues,,battery_power
1185829,Dear @115858 - your software updates used to make phone better- now they make it worse. Too much phone freezing and crashes. #whathappened,@398834 We certainly want to help you with these issues! This article has steps that may fix them: https://t.co/8MvHMFZ83h,ios_update_issues,,device_performance
1689399,To the @115858 battery ghost secretly turning on our bluetooth over and over again: PLEASE stop #iOS11,@512941 We'd like to help. Could you elaborate on what's happening with your bluetooth?,ios_update_issues,,ios_update_issues
2438567,@AppleSupport Sure. iPhone 6 was working great. Updated since iPhone 8 came out with new software and now it is extremely slow and painful,"@699457 Thanks for getting back to us. Let's get to the bottom of this. 

Are you noticing it running slower when using any apps, or does it seem system-wide? What is the exact iOS version you see in Settings &gt; General &gt; About?",ios_update_issues,,device_performance
609280,"@AppleSupport Left iOS beta program, deleted profile from phone. Still getting beta updates and not 11.0.2  Help please?",@264836 We'd be happy to review this for you. Please DM us and we'll go from there. https://t.co/GDrqU22YpT,ios_update_issues,,ios_update_issues
403562,why did my entire camera roll just randomly completely clear then restore? and why is a vid from june is the most recent item? @AppleSupport https://t.co/aTvndqZau0,"@211517 Do you use the iCloud Photo Library? Let us know via DM, then we can work with you on this from there. https://t.co/GDrqU22YpT",photos_data,,hardware_accessories
1684529,@115858 fix yalls damn keyboard,"@511921 We'd like to hear more about what's happening with keyboard. Also, which device are we working with?",keyboard_input,,keyboard_input
2948214,@AppleSupport I’ve hard to hard restart my computer 6x in last two days since I updated to High Sierra. Adobe was first issue. Now finder is crashing and won’t relaunch. How about an update to fix all of the bugs in High Sierra please? I refuse to update my personal computer because of this.,"@794277 We know how important your Mac is to you, and we'll do all we can to help. To get started, let us know the exact version number of High Sierra that's installed via DM: https://t.co/GDrqU22YpT",ios_update_issues,,device_performance
208261,@AppleSupport On my MBP with Yosemite I can’t update any app nor download new because verification always fail. How do I turn it off?,@304181 We've got your DM and will continue there shortly.,apps_services,,apple_id_account
1925568,"iOS update seems to have killed my battery, any ideas why @AppleSupport #ios #apple #iPhone6",@573133 Help is here! Let's meet in a DM and check a few things together. We want your iPhone to be ready when you need it. https://t.co/GDrqU22YpT,battery_power,,battery_power
2913288,@AppleSupport I did not back up before updating. Yes i have a macbook,"@806472 OK, let's try to force re-start it.  Here's how:  https://t.co/o7nB3pXfMv",apps_services,,photos_data
2072314,@AppleSupport I can’t disable &amp; delete Siri from my iCloud. It just does nothing...,@498109 We want to help. Please DM us which device and OS you're using iCloud on and more details on how you're attempting to disable Siri. We'll work with you there. https://t.co/GDrqU22YpT,apple_id_account,,apps_services
1567544,@AppleSupport No I’m just so let down by @AppleSupport  And your ‘senior advisors’ all my iCloud has been deleted after 6 years and no one is helping,"@483737 We’d like to look into this further with you. Join us in DM using the link below, and we’ll take it from there. https://t.co/GDrqU22YpT",apple_id_account,,photos_data
513657,"Naranasan niyo po ba yung magcrash lahat ng apps kahit cam roll, like within 1-2mins of using tapos magsshow yung 1st and 2nd photo. Tapos init agad phone HUHU PLS HELP @AppleSupport https://t.co/tSxV6rxJbo",@238229 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,apps_services,,photos_data
712078,@115858 this damn IOS sucks. If I’m listening to a podcast and turn volume up it goes to music. And vise versa... TERRIBLE,"@290289 We want to help out! When you change the volume in the Music app, does the Podcast app open?",apps_services,,apps_services
661610,@AppleSupport iOS 11 make my battery die! 😭😔 - IPhone 6s,"@716739 Battery life is important, and we're here for you. To get started, send us a DM with the exact iOS version your iPhone is running. We'll meet you there. https://t.co/GDrqU22YpT",battery_power,,battery_power
956058,@115858 love it when my headphones break + fuck up my phone so i cant listen to a song without wnating to throw jt at a fucking wall,"@346848 That doesn't sound good. We'll do all we can to help. To get started, please connect with us in DM here: https://t.co/GDrqU22YpT",hardware_accessories,,hardware_accessories
457176,@AppleSupport version 11.1.2 It started out of nowhere i did the update and it was fine and then all of a sudden it started autocorrecting it to tha\t’,@223545 Thanks for that information. Let's go ahead and Reset Keyboard Dictionary by going to Settings &gt; General &gt; Reset &gt; Reset Keyboard Dictionary. Restart your iPhone after that and let us know if that fixes the issue.,keyboard_input,,keyboard_input
2838680,"Every #iOS upgrade brings with it fresh problems and user-unfriendly changes. Why does my lock screen now have ""Apple Music"" on it with a play button center screen? I can't get rid of it! Help me @AppleSupport !","@330288 Let's look into this together to determine what's going on. To clarify, which version of iOS do you have installed? You can check under Settings &gt; General &gt; About. Also, is your Music app running in the background?",apps_services,,hardware_accessories
2298606,The iPhone update sucks ass. Phone worked fine and now it’s trash @115858 @AppleSupport,@667221 What kind of issues are you having since the update? We'd love to help out.,ios_update_issues,,ios_update_issues
282529,@115858 @116333 I urgently resolve the problem with my iPhone. 📱 Contact ID: 100314535803,@183304 We'd like to look into this. Send us a DM to continue. https://t.co/GDrqU22YpT,other_unclear,,photos_data
216133,@115858 @AppleSupport how come I get my phone replaced with a new iPhone 7 and everything is here but my photos and my brother bought a iPhone X and had the exact same problem,"@167384 We want to help you get your content transferred to your new phone without issues? How did you set up the new phone, did you restore from a backup?",photos_data,,photos_data
2619794,"Since the new update, my phones going so slow, stuttering and stalling 😩😩 @AppleSupport",@740296 We’d like to help get this taken care of. Can you let us know what apps hang the most via DM? All the details you share are important to help us determine where to get started. https://t.co/GDrqU22YpT,ios_update_issues,,device_performance
1933305,Hey @115858. Fix your iOS. Bluetooth is supposed to work.,@575292 We want to assist you with any Bluetooth issues you're experiencing. Please meet us in DM so we can help you out! https://t.co/GDrqU22YpT,connectivity,,connectivity
1402935,Same day the iPhone X is released my 6s+ can’t hold a charge and won’t recognize my camera... come on @115858,@446179 We're here for you. Please DM us the country you're in and we can go from there. https://t.co/GDrqU22YpT,hardware_accessories,,hardware_accessories
336650,@AppleSupport TV4 x 2. 1 accepts @798.com address for iCloud and 1 switches to @1113.com address once I log in. @798 shows HOME and @1113 doesnt,"@196310 Let's take a look at this. The @798 / @1113 / @1112 addresses are interchangeable. That is, you can use any one of them.",apple_id_account,,apple_id_account
511171,"What’s up with iOS 11, @AppleSupport? IPhone 7 Plus rendered unusable after the update.",@237488 We want to help. What issues are you experiencing with your iPhone?,ios_update_issues,,ios_update_issues
709071,Am I the only one whose phone is burning up now that I’ve updated my software to the latest version of iOS? @AppleSupport,"@289536 We want you to be able to enjoy your iPhone; we'll do all we can to help. To start, let's connect via DM: https://t.co/GDrqU22YpT",ios_update_issues,,ios_update_issues
1839657,@AppleSupport yo your new update has literally ruined my 7 . why? why??,@551333 Thanks for reaching out! What kind of issues are you having after updating? Let us know in DM so we can assist you with them. https://t.co/GDrqU22YpT,ios_update_issues,,device_performance
150048,@AppleSupport why is my clock or notifications not coming up on my lock screen?,"@150215 Hey there. We'll be happy to look into this with you. To start, send us a DM with the device you're experiencing this on and the iOS version it's running. We'll continue from there. https://t.co/GDrqU22YpT",apps_services,,hardware_accessories
1073383,@AppleSupport can you provide an update to fix how much my battery drains when it's unplugged?,@373270 We'd like to look into this with you. DM us and we'll continue from there. https://t.co/GDrqU22YpT,battery_power,,battery_power
287455,@AppleSupport iOS 11.0.2 has made my iPhone overhear and browser slow as hell. My battery drains faster than ever.  Fix this pls,@184503 Hi. We're here for you. DM us and we can take a closer look. https://t.co/GDrqU22YpT,battery_power,,battery_power
1620547,@AppleSupport Ever since I updated to #iOS11 my iPhone 6s has been losing wifi connection. I’m having to reboot 5/6 times a day grrrrr,@496661 We're glad to help. Let's try following this article and let us know if it helps: https://t.co/sXbhzfS2lM,connectivity,,connectivity
1805430,"@AppleSupport the last update deleted most of the contacts out of my phone. Why did it do this,how do I fix it?",@542470 Let's work together to see if we can get those contacts back. DM us the iOS version currently installed and we'll go from there. https://t.co/GDrqU22YpT,photos_data,,photos_data
768168,My iPhone does nothing but freeze since doing the new update 😡😡😡😡 @115858 @AppleSupport,@303465 We want to help. Which iPhone model do you own? Are you using iOS 11.0.2? Is it a specific app or action causing this?,ios_update_issues,,device_performance
2434654,"@AppleSupport Yep let me in but wouldn’t show iTunes music purchase, I found it a few weeks back but can’t remember where or how to check from iPhone",@364055 The report a problem website will allow you to see your purchases from the past 90 days: https://t.co/7LU2nj59FH,purchases_orders_refunds,,apps_services
827906,my Apple Music hasn’t worked since I got the newest update...what’s goin on @115858,@317222 We're here to help! Send us a DM with details on what you are experiencing to continue. https://t.co/GDrqU22YpT,apps_services,,apps_services
